Wall time,Step,Value
1636466401.9124968,49,0.5390625
1636466402.7039235,99,0.7109375
1636466403.4842024,149,0.65625
1636466404.2807193,199,0.7265625
1636466405.0678694,249,0.7421875
1636466405.8734016,299,0.7421875
1636466406.6668646,349,0.79296875
1636466407.4548697,399,0.77734375
1636466408.274976,449,0.83203125
1636466409.0630512,499,0.77734375
1636466409.8482687,549,0.81640625
1636466410.6961763,599,0.81640625
1636466411.4852707,649,0.8203125
1636466412.3000684,699,0.8046875
1636466413.1049495,749,0.84375
1636466413.9214501,799,0.86328125
1636466414.7023723,849,0.8671875
1636466415.5026822,899,0.88671875
1636466416.2831774,949,0.875
1636466417.072503,999,0.859375
1636466417.8808703,1049,0.84765625
1636466418.6404135,1099,0.90625
1636466419.4338877,1149,0.87109375
1636466420.2117739,1199,0.8515625
1636466420.9875627,1249,0.83203125
1636466421.768187,1299,0.86328125
1636466422.5581112,1349,0.88671875
1636466423.3551512,1399,0.875
1636466424.164713,1449,0.8671875
1636466424.9402602,1499,0.8828125
1636466425.7070491,1549,0.87890625
1636466426.481507,1599,0.89453125
1636466427.2633357,1649,0.89453125
1636466428.0608249,1699,0.875
1636466428.828985,1749,0.90625
1636466429.6299675,1799,0.8984375
1636466430.4090571,1849,0.87890625
1636466431.1778204,1899,0.8828125
1636466431.95957,1949,0.88671875
1636466432.7340982,1999,0.9140625
1636466433.5087552,2049,0.90234375
1636466434.308436,2099,0.90234375
1636466435.0897622,2149,0.90234375
1636466438.30112,2199,0.9296875
1636466439.1044974,2249,0.90234375
1636466439.891656,2299,0.89453125
1636466440.7076578,2349,0.9140625
1636466441.490258,2399,0.9375
1636466442.2808096,2449,0.91796875
1636466443.0684755,2499,0.91796875
1636466443.87188,2549,0.9140625
1636466444.6772335,2599,0.890625
1636466445.485845,2649,0.91015625
1636466446.2701545,2699,0.92578125
1636466447.0605912,2749,0.9375
1636466447.8638597,2799,0.90234375
1636466448.6775548,2849,0.92578125
1636466449.4679234,2899,0.90625
1636466450.2446873,2949,0.9140625
1636466451.0490406,2999,0.9140625
1636466451.8344753,3049,0.921875
1636466452.6103761,3099,0.91015625
1636466453.4003649,3149,0.92578125
1636466454.1819663,3199,0.9453125
1636466454.9716306,3249,0.92578125
1636466455.7362666,3299,0.9296875
1636466456.523417,3349,0.9453125
