Wall time,Step,Value
1636307275.321991,49,0.5390625
1636307276.0424175,99,0.5359375
1636307276.8335838,149,0.5403125
1636307277.6126163,199,0.5585625
1636307278.4982705,249,0.5445125
1636307279.350919,299,0.5860825000000001
1636307281.1914573,349,0.628212
1636307281.9620075,399,0.6581771999999999
1636307282.7368455,449,0.6792813199999999
1636307283.5325909,499,0.715381292
1636307284.2797096,549,0.7261037751999999
1636307285.0342245,599,0.74972476512
1636307285.7904735,649,0.777959859072
1636307287.657585,699,0.7964634154432
1636307288.4164472,749,0.80756554926592
1636307289.2164946,799,0.8251643295595519
1636307289.9739869,849,0.8372860977357311
1636307290.7354429,899,0.8351841586414386
1636307291.4944234,949,0.8542354951848632
1636307292.2951918,999,0.8578537971109179
1636307294.2413447,1049,0.8897122782665507
1636307295.0663493,1099,0.9010148669599304
1636307295.8240135,1149,0.9015464201759582
1636307296.6237507,1199,0.9128028521055749
1636307297.4235425,1249,0.9054942112633448
1636307298.2186234,1299,0.9026715267580069
1636307299.0270164,1349,0.8869154160548042
1636307300.8992019,1399,0.8899617496328824
1636307301.6982982,1449,0.9042895497797295
1636307302.4515913,1499,0.8910112298678377
1636307303.282915,1549,0.8892942379207026
1636307304.0470586,1599,0.8788890427524215
1636307304.8012164,1649,0.8788959256514529
1636307305.5576982,1699,0.8976500553908717
1636307307.0483253,1749,0.9010900332345231
1636307307.826946,1799,0.9062790199407138
1636307308.6230485,1849,0.9078299119644282
1636307309.445583,1899,0.913447947178657
1636307310.189882,1949,0.8980687683071942
1636307310.9682922,1999,0.8857162609843166
1636307311.731474,2049,0.88924225659059
1636307313.1714888,2099,0.886670353954354
1636307313.9508195,2149,0.8945022123726124
1636307314.7165227,2199,0.8960763274235675
1636307315.4645624,2249,0.9001457964541405
1636307316.2371,2299,0.9041499778724842
1636307316.9714177,2349,0.9081149867234906
1636307317.709444,2399,0.8901814920340944
1636307319.170557,2449,0.9044213952204566
1636307319.938316,2499,0.908277837132274
1636307320.6668744,2549,0.8965292022793644
1636307321.4420495,2599,0.8910425213676186
1636307322.203417,2649,0.8877505128205712
1636307322.962223,2699,0.8967128076923427
1636307323.7046854,2749,0.8833401846154056
1636307325.152446,2799,0.8940666107692434
1636307325.908816,2849,0.8786274664615461
1636307326.670649,2899,0.8865514798769276
1636307327.4251661,2949,0.8678683879261565
1636307328.1708574,2999,0.873846032755694
1636307328.9565494,3049,0.8758701196534163
1636307329.7373006,3099,0.8864595717920498
1636307331.1939118,3149,0.8990632430752299
1636307331.9431474,3199,0.909750445845138
1636307332.708542,3249,0.8974127675070828
1636307333.460705,3299,0.9040726605042497
1636307334.206865,3349,0.8971310963025498
1636307334.9877374,3399,0.8992161577815299
1636307335.7407825,3449,0.8926546946689179
1636307337.3003392,3499,0.9090303168013507
1636307338.0766492,3549,0.9047931900808104
1636307338.857611,3599,0.9178759140484862
1636307339.633808,3649,0.9069755484290918
1636307340.3876202,3699,0.9051228290574551
1636307341.1324866,3749,0.9055736974344731
1636307341.8893425,3799,0.8933442184606839
1636307343.3655956,3849,0.9031940310764103
1636307344.1221955,3899,0.9153539186458461
1636307344.895953,3949,0.8976498511875077
1636307345.6752968,3999,0.9057774107125046
1636307346.5232158,4049,0.9106539464275027
1636307347.3047507,4099,0.8979548678565016
1636307348.0532818,4149,0.8903354207139009
1636307349.7034028,4199,0.8967012524283405
1636307350.4635165,4249,0.9036457514570044
1636307351.301241,4299,0.9203124508742027
1636307352.0666814,4349,0.9131249705245216
1636307352.8556454,4399,0.9088124823147129
1636307353.5963376,4449,0.9155999893888278
1636307355.092486,4499,0.9306099936332968
1636307355.851112,4549,0.9208659961799781
1636307356.6087172,4599,0.9228320977079869
1636307357.3728142,4649,0.9271367586247921
1636307358.1156404,4699,0.9187820551748752
1636307358.893458,4749,0.9106442331049251
1636307359.6541402,4799,0.9229490398629551
