Wall time,Step,Value
1636416536.7785852,49,0.73828125
1636416537.4641075,99,0.77578125
1636416538.1689513,149,0.79984375
1636416538.848265,199,0.8299062500000001
1636416539.5184364,249,0.85888125
1636416540.2025175,299,0.87314125
1636416540.8902287,349,0.88638475
1636416541.5753706,399,0.90058085
1636416542.2697134,449,0.9059735099999999
1636416542.9518394,499,0.902959106
1636416544.7465866,549,0.9199004636
1636416545.447681,599,0.93631527816
1636416546.1425939,649,0.952414166896
1636416546.8272655,699,0.9480110001376
1636416547.5033915,749,0.96099410008256
1636416548.1937456,799,0.9469089600495361
1636416548.8770328,849,0.9462703760297216
1636416549.561051,899,0.945887225617833
1636416550.2485454,949,0.9534698353706998
1636416550.9438202,999,0.9408319012224199
1636416551.6379194,1049,0.9473116407334519
1636416553.467583,1099,0.9605744844400711
1636416554.1463432,1149,0.9638446906640425
1636416554.8330054,1199,0.9704943143984255
1636416555.5111852,1249,0.9697965886390554
1636416556.1760206,1299,0.9615654531834332
1636416556.8432307,1349,0.9628767719100599
1636416557.522462,1399,0.9652260631460359
1636416558.2169027,1449,0.9650731378876215
1636416558.8917925,1499,0.9540438827325729
1636416559.5825126,1549,0.9552388296395438
1636416560.2549727,1599,0.9528307977837263
1636416561.6642694,1649,0.9591984786702357
1636416562.324848,1699,0.9583315872021414
1636416562.9973063,1749,0.9546864523212848
1636416563.6855106,1799,0.9571868713927709
1636416564.355981,1849,0.9477496228356626
1636416565.030351,1899,0.9436497737013975
1636416565.700073,1949,0.9333773642208385
1636416566.3764894,1999,0.9365889185325031
1636416567.057874,2049,0.9400783511195019
1636416567.7343116,2099,0.9359220106717012
1636416568.421391,2149,0.9381157064030208
1636416569.8439176,2199,0.9316194238418125
1636416570.518914,2249,0.9370966543050875
1636416571.2057436,2299,0.9513204925830525
1636416571.883787,2349,0.9426672955498314
1636416572.5785508,2399,0.9437253773298989
1636416573.2469366,2449,0.9334227263979393
1636416573.9244375,2499,0.9241161358387635
1636416574.6171973,2549,0.920094681503258
1636416575.3000596,2599,0.9208068089019548
1636416575.9940186,2649,0.9181090853411729
1636416576.6697836,2699,0.9196154512047037
1636416578.1192071,2749,0.9127067707228222
1636416578.7938194,2799,0.9288740624336933
1636416579.4721243,2849,0.926074437460216
1636416580.1514401,2899,0.9384571624761295
1636416580.8486938,2949,0.9318242974856777
1636416581.5241265,2999,0.9247195784914066
1636416582.2020936,3049,0.925144247094844
1636416582.8777757,3099,0.9300865482569064
1636416583.5675106,3149,0.9236769289541438
1636416584.252916,3199,0.9120186573724862
1636416584.9382632,3249,0.9003361944234918
1636416586.3697069,3299,0.902701716654095
1636416587.0692453,3349,0.913496029992457
1636416587.75432,3399,0.9152851179954742
1636416588.4280732,3449,0.9101085707972845
1636416589.122055,3499,0.9054401424783707
1636416589.8030105,3549,0.8917015854870225
1636416590.4722006,3599,0.8928334512922136
1636416591.1602855,3649,0.8872625707753281
1636416591.8404398,3699,0.8979825424651968
1636416592.5288286,3749,0.9028520254791181
1636416593.2201035,3799,0.8917112152874709
