Wall time,Step,Value
1636313927.3767142,49,0.74609375
1636313928.0777366,99,0.77734375
1636313928.7638555,149,0.81953125
1636313929.5561335,199,0.85890625
1636313930.21893,249,0.89190625
1636313930.8939474,299,0.90389375
1636313931.5832195,349,0.91264875
1636313932.2796025,399,0.92258925
1636313934.0086405,449,0.93949105
1636313934.7095265,499,0.95431963
1636313935.4191234,549,0.966341778
1636313936.0876062,599,0.9766800668
1636313936.754236,649,0.97819554008
1636313937.424587,699,0.979104824048
1636313938.1147974,749,0.9812128944288
1636313938.7892895,799,0.98404023665728
1636313939.4550214,849,0.984174141994368
1636313941.1407087,899,0.9889419851966208
1636313941.8171985,949,0.9886776911179724
1636313942.4928966,999,0.9916441146707834
1636313943.1829667,1049,0.98717396880247
1636313943.8650088,1099,0.990741881281482
1636313944.543776,1149,0.9913201287688893
1636313945.228157,1199,0.9916670772613336
1636313945.9184828,1249,0.9887502463568002
1636313946.6245244,1299,0.9885626478140801
1636313947.9668126,1349,0.9868875886884481
1636313948.635085,1399,0.9890075532130689
1636313949.3029828,1449,0.9840295319278413
1636313949.9836018,1499,0.9841677191567048
1636313950.6759162,1549,0.987375631494023
1636313951.346175,1599,0.9799253788964137
1636313952.0750756,1649,0.9817052273378483
1636313952.7818305,1699,0.9765231364027089
1636313953.4638119,1749,0.9749763818416253
1636313954.7595375,1799,0.9709233291049751
1636313955.4407554,1849,0.9763039974629851
1636313956.1230998,1899,0.971719898477791
1636313956.80713,1949,0.9720944390866746
1636313957.5029824,1999,0.9629441634520048
1636313958.189793,2049,0.9605789980712028
1636313958.8493226,2099,0.9685348988427217
1636313959.5278132,2149,0.9592459393056331
1636313960.8298984,2199,0.9505475635833798
1636313961.50676,2249,0.9578285381500278
1636313962.2001555,2299,0.9668846228900166
1636313962.916557,2349,0.96450577373401
1636313963.5946975,2399,0.969328464240406
1636313964.2724655,2449,0.9628470785442436
1636313964.9425256,2499,0.9527082471265461
1636313965.633914,2549,0.9591249482759276
1636313966.3216028,2599,0.9614124689655567
1636313967.6006453,2649,0.970597481379334
1636313968.3109255,2699,0.9620459888276003
1636313968.9865596,2749,0.9553525932965602
1636313969.6673815,2799,0.9591490559779361
1636313970.3498006,2849,0.9536144335867617
1636313971.0399024,2899,0.944043660152057
1636313971.7103446,2949,0.9429886960912341
1636313972.4052346,2999,0.9501682176547405
1636313973.0853653,3049,0.9497884305928443
