Wall time,Step,Value
1636557352.9210114,49,0.77734375
1636557353.5599766,99,0.79296875
1636557354.2047806,149,0.83359375
1636557354.9590473,199,0.86890625
1636557355.6384492,249,0.88853125
1636557356.2686455,299,0.89718125
1636557356.9182355,349,0.91174625
1636557357.5602958,399,0.9345477499999999
1636557359.1946125,449,0.94979115
1636557359.821532,499,0.96206219
1636557360.4538224,549,0.9662998140000001
1636557361.0962062,599,0.9610298884000001
1636557361.7424555,649,0.9625554330400001
1636557362.3727734,699,0.9712832598240001
1636557363.0126824,749,0.9671449558944001
1636557363.6515837,799,0.9646619735366401
1636557365.3256328,849,0.972547184121984
1636557365.9641447,899,0.9725908104731904
1636557366.592348,949,0.9788669862839143
1636557367.2274506,999,0.9732576917703486
1636557367.8596873,1049,0.9683296150622092
1636557368.4973025,1099,0.9669352690373255
1636557369.1452005,1149,0.9676611614223953
1636557369.7925231,1199,0.9727841968534372
1636557370.4349887,1249,0.9711705181120622
1636557371.6393912,1299,0.9780148108672373
1636557372.296555,1349,0.9696213865203424
1636557372.9534447,1399,0.9723978319122054
1636557373.617359,1449,0.9646886991473234
1636557374.2608287,1499,0.9663132194883941
1636557374.8856385,1549,0.9610379316930364
1636557375.5387244,1599,0.9531852590158219
1636557376.1988893,1649,0.9515986554094931
1636557377.4420376,1699,0.9522091932456958
1636557378.085067,1749,0.9478880159474175
1636557378.7240686,1799,0.9609203095684504
1636557379.388848,1849,0.9562396857410702
1636557380.0528765,1899,0.9534313114446422
1636557380.7238665,1949,0.9470587868667854
1636557381.3534927,1999,0.9291727721200712
1636557381.9779682,2049,0.9231286632720428
1636557382.6200125,2099,0.9241896979632257
1636557383.910865,2149,0.9263888187779354
1636557384.535397,2199,0.9230207912667613
1636557385.1835775,2249,0.9334999747600567
1636557385.8082685,2299,0.925724984856034
1636557386.4524114,2349,0.9210599909136203
1636557387.1036756,2399,0.9245109945481722
1636557387.757094,2449,0.9109565967289033
1636557388.40188,2499,0.915323958037342
1636557389.6368256,2549,0.9226318748224052
1636557390.2878115,2599,0.9254541248934431
1636557390.916259,2649,0.9302724749360659
1636557391.5627134,2699,0.9191009849616395
1636557392.2108405,2749,0.9186480909769836
1636557392.8555398,2799,0.9168138545861901
1636557393.4934428,2849,0.9250883127517141
1636557394.157737,2899,0.9222404876510284
1636557394.798371,2949,0.920531792590617
1636557396.0149589,2999,0.9054440755543702
1636557396.6969912,3049,0.9245164453326222
1636557397.3427145,3099,0.9312723671995733
1636557397.9705095,3149,0.9165759203197439
1636557398.6095386,3199,0.9124455521918463
1636557399.2671585,3249,0.9146548313151077
1636557399.895233,3299,0.9222303987890645
1636557400.5414395,3349,0.9189632392734388
1636557401.804115,3399,0.9201279435640632
1636557402.458796,3449,0.9270767661384379
1636557403.1052232,3499,0.9218710596830628
1636557403.7522595,3549,0.9187476358098376
1636557404.4044561,3599,0.9059360814859027
1636557405.0455005,3649,0.9154366488915415
1636557405.690067,3699,0.9164494893349249
1636557406.3324404,3749,0.917057193600955
1636557407.5720248,3799,0.917421816160573
1636557408.2212336,3849,0.9192030896963438
1636557408.864741,3899,0.9265218538178063
1636557409.5090506,3949,0.9262256122906838
1636557410.1369002,3999,0.9276103673744103
1636557410.7819614,4049,0.9065662204246461
1636557411.4267714,4099,0.9158147322547876
1636557412.0747032,4149,0.9198013393528726
1636557412.7281625,4199,0.9206308036117236
1636557413.9804113,4249,0.9273784821670341
1636557414.6322625,4299,0.9204895893002205
1636557415.2694552,4349,0.9210437535801324
1636557415.913159,4399,0.9198137521480794
1636557416.553392,4449,0.9284507512888476
1636557417.2048275,4499,0.9367579507733086
1636557417.8495462,4549,0.9354922704639852
1636557418.4897127,4599,0.9237953622783911
1636557419.7322686,4649,0.9261522173670347
1636557420.3819695,4699,0.9275663304202209
1636557421.0432613,4749,0.9190397982521326
1636557421.6816328,4799,0.9232988789512795
1636557422.3479896,4849,0.9321043273707678
1636557423.011285,4899,0.9358250964224607
1636557423.6401362,4949,0.9380575578534764
1636557424.282616,4999,0.9362720347120859
1636557424.9815342,5049,0.9227007208272515
