Wall time,Step,Value
1636556360.6285474,49,0.453125
1636556361.2880585,99,0.44218749999999996
1636556361.9137893,149,0.47
1636556362.584072,199,0.497625
1636556363.2287016,249,0.523575
1636556363.8746786,299,0.5453950000000001
1636556364.5220294,349,0.5912995000000001
1636556365.1724856,399,0.5844672000000001
1636556365.8017244,449,0.61474282
1636556367.4207625,499,0.643845692
1636556368.0706775,549,0.6691199152
1636556368.7076695,599,0.68897194912
1636556369.3749099,649,0.727445669472
1636556370.0371208,699,0.7630299016832001
1636556370.6554658,749,0.76250544100992
1636556371.3276038,799,0.793440764605952
1636556371.970623,849,0.7948144587635713
1636556372.5992846,899,0.8081386752581428
1636556373.2483964,949,0.8067582051548856
1636556374.8926914,999,0.8293674230929313
1636556375.555682,1049,0.8429329538557588
1636556376.1778498,1099,0.8385722723134552
1636556376.812357,1149,0.8500183633880731
1636556377.4604824,1199,0.8428235180328438
1636556378.1146502,1249,0.8463191108197063
1636556378.7469025,1299,0.8390414664918239
1636556379.397967,1349,0.8362373798950944
1636556380.0406785,1399,0.8376799279370566
1636556381.7044425,1449,0.8588579567622339
1636556382.3559875,1499,0.8543772740573403
1636556382.989508,1549,0.8454388644344042
1636556383.6270401,1599,0.8432008186606424
1636556384.2752733,1649,0.8606079911963855
1636556384.897336,1699,0.8523022947178313
1636556385.5546286,1749,0.8613813768306988
1636556386.194335,1799,0.8637038260984193
1636556386.835555,1849,0.8697847956590515
1636556387.4962454,1899,0.8671833773954309
1636556389.1766949,1949,0.8828100264372586
1636556389.829564,1999,0.8968735158623551
1636556390.4795175,2049,0.880311609517413
1636556391.1053767,2099,0.8875619657104478
1636556391.7360349,2149,0.8684746794262687
1636556392.3817658,2199,0.8726473076557612
1636556393.0387983,2249,0.8735883845934567
1636556393.6845965,2299,0.852278030756074
1636556394.3270874,2349,0.8457418184536445
1636556395.6080625,2399,0.8605700910721867
1636556396.2769566,2449,0.8554045546433121
1636556396.9216194,2499,0.8819927327859872
1636556397.546456,2549,0.8885706396715923
1636556398.2083511,2599,0.8503298838029554
1636556398.8510547,2649,0.8289479302817733
1636556399.4767108,2699,0.831743758169064
1636556400.1170375,2749,0.8396712549014385
1636556400.7452462,2799,0.8397402529408631
1636556401.4714425,2849,0.8710316517645178
1636556402.7746198,2899,0.8835564910587107
1636556403.418605,2949,0.8863838946352265
1636556404.095117,2999,0.8833928367811359
1636556404.7240927,3049,0.8737857020686816
1636556405.4245064,3099,0.852396421241209
1636556406.103108,3149,0.8661253527447254
1636556406.7512505,3199,0.8478002116468352
1636556407.400113,3249,0.8571176269881011
1636556408.0448039,3299,0.8580205761928607
1636556409.414442,3349,0.8476248457157163
1636556410.111678,3399,0.8491999074294299
1636556410.742741,3449,0.8626449444576579
1636556411.447632,3499,0.8691494666745947
1636556412.0857992,3549,0.8730521800047568
1636556412.7335768,3599,0.8816438080028541
1636556413.3739026,3649,0.8742987848017125
1636556414.02136,3699,0.8589542708810276
1636556414.668604,3749,0.8778725625286166
1636556415.3215554,3799,0.86109853751717
1636556416.5795696,3849,0.868221622510302
1636556417.2156436,3899,0.8709329735061813
1636556417.8420825,3949,0.8788097841037088
1636556418.4889364,3999,0.8741608704622253
1636556419.1341162,4049,0.8698090222773353
1636556419.7714562,4099,0.8609479133664012
1636556420.4392152,4149,0.8790687480198407
1636556421.0989845,4199,0.8711912488119044
1636556421.7522087,4249,0.8695897492871426
1636556422.9986734,4299,0.8576913495722855
1636556423.6311252,4349,0.8583648097433713
1636556424.2883024,4399,0.8618938858460228
1636556424.924156,4449,0.8561988315076137
1636556425.5768359,4499,0.8590317989045682
1636556426.256793,4549,0.8747940793427409
1636556426.9164305,4599,0.8639389476056446
1636556427.5820794,4649,0.8808633685633868
1636556428.2090106,4699,0.872268021138032
1636556428.8444526,4749,0.8749233126828192
1636556430.0978518,4799,0.8765164876096915
1636556430.746963,4849,0.8805973925658149
1636556431.3962774,4899,0.884608435539489
1636556432.0438492,4949,0.8854525613236934
1636556432.6867075,4999,0.892209036794216
1636556433.3329096,5049,0.8868879220765296
1636556433.9597845,5099,0.8977577532459178
1636556434.6122634,5149,0.9027171519475508
1636556435.2771347,5199,0.9119427911685305
1636556437.0222461,5249,0.9002906747011183
1636556437.6519518,5299,0.907361904820671
1636556438.3139946,5349,0.9022296428924026
1636556438.9491687,5399,0.8991502857354416
1636556439.5966682,5449,0.892615171441265
1636556440.2936904,5499,0.890256602864759
1636556440.9211676,5549,0.8919664617188554
1636556441.557066,5599,0.8898673770313132
1636556442.2208552,5649,0.8886079262187879
1636556442.8666198,5699,0.8737897557312728
1636556444.5389385,5749,0.8789613534387637
1636556445.192278,5799,0.8992518120632582
1636556445.8430884,5849,0.9020510872379549
1636556446.5023413,5899,0.905293152342773
1636556447.147046,5949,0.8900508914056638
1636556447.793336,5999,0.8840305348433983
1636556448.4317975,6049,0.9007308209060391
1636556449.0679193,6099,0.8920009925436234
1636556449.7087946,6149,0.8898880955261741
1636556450.9418721,6199,0.8839328573157044
1636556451.5956602,6249,0.8850472143894227
1636556452.2552845,6299,0.8950908286336536
1636556452.898808,6349,0.8870544971801921
1636556453.531203,6399,0.8775451983081153
1636556454.195407,6449,0.8843396189848691
1636556454.8223698,6499,0.8884162713909214
1636556455.479897,6549,0.8986747628345528
1636556456.1369472,6599,0.9142048577007317
1636556456.7713125,6649,0.915710414620439
1636556458.4415874,6699,0.9244262487722634
1636556459.0995429,6749,0.9093432492633581
1636556459.7384622,6799,0.9018559495580147
1636556460.402962,6849,0.9098635697348089
1636556461.0542002,6899,0.9146681418408853
1636556461.7137804,6949,0.9128633851045311
1636556462.3523204,6999,0.9149055310627187
1636556463.0109894,7049,0.9114433186376312
1636556463.6500065,7099,0.9078034911825787
1636556464.9215481,7149,0.9196820947095472
1636556465.5654235,7199,0.9080592568257284
1636556466.2371097,7249,0.9135855540954371
1636556466.859934,7299,0.9122138324572622
1636556467.501417,7349,0.9301407994743572
1636556468.12655,7399,0.9237094796846144
1636556468.7831836,7449,0.9261006878107687
1636556469.446862,7499,0.9181604126864612
1636556470.0941038,7549,0.9212087476118768
1636556470.7605493,7599,0.929287748567126
1636556472.0214205,7649,0.9294476491402757
1636556472.716311,7699,0.9342310894841654
1636556473.3543394,7749,0.9324136536904992
1636556474.0028698,7799,0.9219481922142996
1636556474.6330266,7849,0.9187939153285798
1636556475.2805586,7899,0.9184638491971479
1636556475.9163716,7949,0.9229533095182887
1636556476.565153,7999,0.9334594857109733
1636556477.2015765,8049,0.931950691426584
1636556478.936112,8099,0.9169829148559505
1636556479.6170802,8149,0.9251897489135703
1636556480.2882323,8199,0.9269888493481422
1636556480.9129708,8249,0.9296308096088852
1636556481.5392218,8299,0.9296534857653311
1636556482.175809,8349,0.9077920914591986
1636556482.828379,8399,0.9181127548755192
1636556483.5284257,8449,0.9118051529253115
1636556484.1699538,8499,0.9173955917551869
1636556484.8115528,8549,0.9160623550531122
1636556486.5346305,8599,0.9340124130318673
1636556487.1927292,8649,0.9369699478191204
1636556487.885013,8699,0.9418694686914721
1636556488.576051,8749,0.9369966812148833
1636556489.2063112,8799,0.94657300872893
1636556489.8566425,8849,0.942943805237358
1636556490.4974766,8899,0.9392037831424147
1636556491.1301982,8949,0.9338347698854489
1636556491.8230958,8999,0.9399883619312692
1636556493.4888608,9049,0.9436805171587614
1636556494.135115,9099,0.947458310295257
1636556494.7663836,9149,0.9544124861771542
1636556495.4126914,9199,0.9554599917062925
1636556496.0479965,9249,0.9560884950237755
1636556496.6776054,9299,0.9533405970142652
1636556497.3089118,9349,0.9516918582085592
1636556497.9395382,9399,0.9538276149251355
1636556498.593368,9449,0.9629215689550813
1636556499.2376533,9499,0.9621279413730488
1636556500.897416,9549,0.9616517648238293
1636556501.5316794,9599,0.9535535588942976
1636556502.17694,9649,0.9533821353365786
1636556502.803382,9699,0.9517167812019471
1636556503.4311984,9749,0.9491550687211683
1636556504.082052,9799,0.9585555412327009
1636556504.7200012,9849,0.9595083247396206
1636556505.3846085,9899,0.9616424948437724
1636556506.064624,9949,0.9644854969062635
1636556507.3202527,9999,0.9661912981437581
1636556507.9682295,10049,0.9719022788862549
1636556508.621249,10099,0.9706413673317529
1636556509.2632275,10149,0.9698848203990518
1636556509.9040742,10199,0.9709933922394312
1636556510.5680642,10249,0.9779085353436587
1636556511.184091,10299,0.9758076212061952
1636556511.8223472,10349,0.9698595727237171
1636556512.4496176,10399,0.9756657436342303
1636556513.0903993,10449,0.9713369461805382
1636556514.3765993,10499,0.9718646677083229
1636556515.009378,10549,0.9768688006249938
1636556515.6483915,10599,0.9798712803749963
1636556516.30317,10649,0.9785477682249978
1636556516.9312687,10699,0.9777536609349986
1636556517.569433,10749,0.9757146965609991
1636556518.2267704,10799,0.9760538179365994
1636556518.8585565,10849,0.9715697907619597
1636556519.49189,10899,0.9735668744571758
1636556521.1138124,10949,0.9778901246743055
1636556521.7652998,10999,0.9820465748045832
1636556522.455029,11049,0.9798529448827499
1636556523.0950038,11099,0.9722867669296499
1636556523.7386296,11149,0.9786845601577898
1636556524.3863769,11199,0.9731482360946739
1636556525.0111232,11249,0.9807639416568044
1636556525.6575944,11299,0.9884583649940826
1636556526.3305,11349,0.9868250189964496
1636556526.977338,11399,0.9827200113978697
1636556528.2684484,11449,0.9786945068387218
1636556528.9124086,11499,0.9840917041032331
1636556529.5537667,11549,0.9857675224619398
1636556530.1884208,11599,0.9836480134771639
1636556530.807761,11649,0.9839388080862984
1636556531.4316974,11699,0.980988284851779
1636556532.0921009,11749,0.9870304709110674
1636556532.7261214,11799,0.9890932825466405
